ID,Language_ID,Parameter_ID,Lemma_ID,Gloss_ID,Tag_ID,Form,Segments,Comment,Source
3136,2,807,,,,nogʷodiː,n o gʷ o d iː,,
3137,1,808,769,153,9,nuːllus,n uː l l u s,,
3138,2,808,,153,,noinolos,n oi n o l o s,,
3139,1,809,770,,36,nuːtrioː,n uː t r i oː,,
3140,1,809,770,,37,nuːtrit,n uː t r i t,,
3141,2,809,,,,snoutrjoː,s n ou t r j oː,,
3142,2,809,,,,snoutrjeti,s n ou t r j e t i,,
3143,1,810,771,154,3,nuːtriːx,n uː t r iː x,,
3144,1,810,771,154,4,nuːtriːcis,n uː t r iː c i s,,
3145,2,810,,154,,snoutriːtriːks,s n ou t r iː t r iː k s,,
3146,2,810,,154,,snoutriːtriːkes,s n ou t r iː t r iː k e s,,
3147,1,811,772,,21,nuːntius,n uː n t i u s,,
3148,1,811,772,,22,nuːntiː,n uː n t iː,,
3149,2,811,,,,nountios,n ou n t i o s,,
3150,2,811,,,,nountiiː,n ou n t i iː,,
3151,1,812,773,,0,ob,o b,,
3152,2,812,,,,op,o p,,
3153,1,813,774,,9,obscuːrus,o b s c uː r u s,,
3154,1,813,774,,10,obscuːriː,o b s c uː r iː,,
3155,2,813,,,,obskoiros,o b s k oi r o s,,
3156,2,813,,,,obskoiriː,o b s k oi r iː,,
3157,1,814,775,,17,obsidium,o b s i d i u m,,
3158,1,814,775,,18,obsidiː,o b s i d iː,,
3159,2,814,,,,obsedjom,o b s e d j o m,,
3160,2,814,,,,obsedjiː,o b s e d j iː,,
3161,1,815,776,155,34,occa,o c c a,,
3162,1,815,776,155,35,occae,o c c ae,,
3163,2,815,,155,,oketaː,o k e t aː,,
3164,2,815,,155,,oketaːiː,o k e t aː iː,,
3165,1,816,777,,1,occuloː,o c c u l oː,,
3166,1,816,777,,2,occulit,o c c u l i t,,
3167,2,816,,,,obkeloː,o b k e l oː,,
3168,2,816,,,,obkeleti,o b k e l e t i,,
3169,1,817,778,,9,octaːvus,o c t aː v u s,,
3170,1,817,778,,10,octaːviː,o c t aː v iː,,
3171,2,817,,,,oktaːwos,o k t aː w o s,,
3172,2,817,,,,oktaːwiː,o k t aː w iː,,
3173,1,818,779,,46,octoː,o c t oː,,
3174,2,818,,,,oktoː,o k t oː,,
3175,1,819,780,,5,ocris,o c r i s,,
3176,1,819,780,,6,ocris,o c r i s,,
3177,2,819,,,,okris,o k r i s,,
3178,2,819,,,,okres,o k r e s,,
3179,1,820,781,,21,oculus,o c u l u s,,
3180,1,820,781,,22,oculiː,o c u l iː,,
3181,2,820,,,,okʷelos,o kʷ e l o s,,
3182,2,820,,,,okʷeliː,o kʷ e l iː,,
3183,1,821,782,156,5,odor,o d o r,,
3184,1,821,782,156,6,odoːris,o d oː r i s,,
3185,2,821,,156,,odoːs,o d oː s,,
3186,2,821,,156,,odoːres,o d oː r e s,,
3187,1,822,783,,1,officioː,o f f i c i oː,,
3188,1,822,783,,2,officit,o f f i c i t,,
3189,2,822,,,,opifakjoː,o p i f a k j oː,,
3190,2,822,,,,opifakjetiː,o p i f a k j e t iː,,
3191,1,823,784,,17,officium,o f f i c i u m,,
3192,1,823,784,,18,officiː,o f f i c iː,,
3193,2,823,,,,opifakjom,o p i f a k j o m,,
3194,2,823,,,,opifakjiː,o p i f a k j iː,,
3195,1,824,785,157,7,oleoː,o l e oː,,
3196,1,824,785,157,8,olet,o l e t,,
3197,2,824,,157,,odeːoː,o d eː oː,,
3198,2,824,,157,,odeːeti,o d eː e t i,,
3199,1,825,786,158,1,oloː,o l oː,,
3200,1,825,786,158,2,olit,o l i t,,
3201,2,825,,158,,odoː,o d oː,,
3202,2,825,,158,,odeti,o d e t i,,
3203,1,826,787,159,5,olor,o l o r,,
3204,1,826,787,159,6,oloːris,o l oː r i s,,
3205,2,826,,159,,eloːr,e l oː r,,
3206,2,826,,159,,elores,e l o r e s,,
3207,1,827,788,,23,omnis,o m n i s,,
3208,1,827,788,,24,omnis,o m n i s,,
3209,2,827,,,,opnis,o p n i s,,
3210,2,827,,,,opnes,o p n e s,,
3211,1,828,789,,13,onus,o n u s,,
3212,1,828,789,,14,oneris,o n e r i s,,
3213,2,828,,,,onos,o n o s,,
3214,2,828,,,,onezes,o n e z e s,,
3215,1,829,790,,17,oppidum,o p p i d u m,,
3216,1,829,790,,18,oppidiː,o p p i d iː,,
3217,2,829,,,,oppedom,o p p e d o m,,
3218,2,829,,,,oppediː,o p p e d iː,,
3219,1,830,791,,9,opaːcus,o p aː c u s,,
3220,1,830,791,,10,opaːciː,o p aː c iː,,
3221,2,830,,,,opwaːkos,o p w aː k o s,,
3222,2,830,,,,opwaːkiː,o p w aː k iː,,
3223,1,831,792,,36,operioː,o p e r i oː,,
3224,1,831,792,,37,operit,o p e r i t,,
3225,2,831,,,,opwerjoː,o p w e r j oː,,
3226,2,831,,,,opwerjeti,o p w e r j e t i,,
3227,1,832,793,,8,oportet,o p o r t e t,,
3228,2,832,,,,opworteːeti,o p w o r t eː e t i,,
3229,1,833,794,,3,ops,o p s,,
3230,1,833,794,,4,opis,o p i s,,
3231,2,833,,,,ops,o p s,,
3232,2,833,,,,opes,o p e s,,
3233,1,834,795,,19,optoː,o p t oː,,
3234,1,834,795,,20,optat,o p t a t,,
3235,2,834,,,,opitaːjoː,o p i t aː j oː,,
3236,2,834,,,,opitaːjeti,o p i t aː j e t i,,
3237,1,835,796,,13,opus,o p u s,,
3238,1,835,796,,14,operis,o p e r i s,,
3239,2,835,,,,opos,o p o s,,
3240,2,835,,,,opezes,o p e z e s,,
3241,1,836,797,,5,orbis,o r b i s,,
3242,1,836,797,,6,orbis,o r b i s,,
3243,2,836,,,,orβis,o r β i s,,
3244,2,836,,,,orβes,o r β e s,,
3245,1,837,798,,9,orbus,o r b u s,,
3246,1,837,798,,10,orbiː,o r b iː,,
3247,2,837,,,,orβos,o r β o s,,
3248,2,837,,,,orβiː,o r β iː,,
3249,1,838,799,,82,orior,o r i o r,,
3250,1,838,799,,83,oriːtur,o r iː t u r,,
3251,2,838,,,,orjoːr,o r j oː r,,
3252,2,838,,,,orjetor,o r j e t o r,,
3253,1,839,800,160,13,os,o s,,
3254,1,839,800,160,14,ossis,o s s i s,,
3255,2,839,,160,,ost,o s t,,
3256,2,839,,160,,ostos,o s t o s,,
3257,1,840,801,,3,ovis,o v i s,,
3258,1,840,801,,4,ovis,o v i s,,
3259,2,840,,,,owis,o w i s,,
3260,2,840,,,,owes,o w e s,,
3261,1,841,802,,27,oːdiː,oː d iː,,
3262,2,841,,,,oːdai,oː d ai,,
3263,1,842,803,,34,oːlla,oː l l a,,
3264,1,842,803,,35,oːllae,oː l l ae,,
3265,2,842,,,,aukslaː,au k s l aː,,
3266,2,842,,,,aukslaːiː,au k s l aː iː,,
3267,1,843,804,,13,oːmen,oː m e n,,
3268,1,843,804,,14,oːminis,oː m i n i s,,
3269,2,843,,,,okwsmen,o k w s m e n,,
3270,2,843,,,,okwsmenes,o k w s m e n e s,,
3271,1,844,805,161,5,oːpilos,oː p i l o s,,
3272,2,844,,161,,owipolos,o w i p o l o s,,
3273,1,845,806,162,5,oːrdoː,oː r d oː,,
3274,1,845,806,162,6,oːrdinis,oː r d i n i s,,
3275,2,845,,162,,ordoː,o r d oː,,
3276,2,845,,162,,ordenes,o r d e n e s,,
3277,1,846,807,,13,oːs,oː s,,
3278,1,846,807,,14,oːris,oː r i s,,
3279,2,846,,,,oːs,oː s,,
3280,2,846,,,,oːses,oː s e s,,
3281,1,847,808,,17,oːvum,oː v u m,,
3282,1,847,808,,18,oːviː,oː v iː,,
3283,2,847,,,,oːwom,oː w o m,,
3284,2,847,,,,oːwiː,oː w iː,,
3285,1,848,809,,17,palaːtum,p a l aː t u m,,
3286,1,848,809,,18,palaːtiː,p a l aː t iː,,
3287,2,848,,,,palaːtom,p a l aː t o m,,
3288,2,848,,,,palaːtiː,p a l aː t iː,,
3289,1,849,810,,34,palea,p a l e a,,
3290,1,849,810,,35,paleae,p a l e ae,,
3291,2,849,,,,palejaː,p a l e j aː,,
3292,2,849,,,,palejaːiː,p a l e j aː iː,,
3293,1,850,811,,7,palleoː,p a l l e oː,,
3294,1,850,811,,8,pallet,p a l l e t,,
3295,2,850,,,,palweːoː,p a l w eː oː,,
3296,2,850,,,,palweːeti,p a l w eː e t i,,
3297,1,851,812,,34,palma,p a l m a,,
3298,1,851,812,,35,palmae,p a l m ae,,
3299,2,851,,,,palamaː,p a l a m aː,,
3300,2,851,,,,palamaːiː,p a l a m aː iː,,
3301,1,852,813,,3,paluːs,p a l uː s,,
3302,1,852,813,,4,paluːdis,p a l uː d i s,,
3303,2,852,,,,paluːts,p a l uː t s,,
3304,2,852,,,,paluːdes,p a l uː d e s,,
3305,1,853,814,,1,pandoː,p a n d oː,,
3306,1,853,814,,2,pandit,p a n d i t,,
3307,2,853,,,,pandnoː,p a n d n oː,,
3308,2,853,,,,pandneti,p a n d n e t i,,
3309,1,854,815,,1,paŋgoː,p a ŋ g oː,,
3310,1,854,815,,2,paŋgit,p a ŋ g i t,,
3311,2,854,,,,pangoː,p a n g oː,,
3312,2,854,,,,pangeti,p a n g e t i,,
3313,1,855,816,,1,parcoː,p a r c oː,,
3314,1,855,816,,2,parcit,p a r c i t,,
3315,2,855,,,,pearkoː,p e a r k oː,,
3316,2,855,,,,pearketi,p e a r k e t i,,
3317,1,856,817,,1,parioː,p a r i oː,,
3318,1,856,817,,2,parit,p a r i t,,
3319,2,856,,,,parjoː,p a r j oː,,
3320,2,856,,,,parjeti,p a r j e t i,,
3321,1,857,818,,19,paroː,p a r oː,,
3322,1,857,818,,20,parat,p a r a t,,
3323,2,857,,,,paraːjoː,p a r aː j oː,,
3324,2,857,,,,paraːjeti,p a r aː j e t i,,
3325,1,858,819,163,34,parra,p a r r a,,
3326,1,858,819,163,35,parrae,p a r r ae,,
3327,2,858,,163,,parasaː,p a r a s aː,,
3328,2,858,,163,,parasaːiː,p a r a s aː iː,,
3329,1,859,820,,3,pars,p a r s,,
3330,1,859,820,,4,partis,p a r t i s,,
3331,2,859,,,,partis,p a r t i s,,
3332,2,859,,,,partes,p a r t e s,,
3333,1,860,821,,48,particeps,p a r t i c e p s,,
3334,1,860,821,,49,participis,p a r t i c i p i s,,
3335,2,860,,,,partikaps,p a r t i k a p s,,
3336,2,860,,,,partikapes,p a r t i k a p e s,,
3337,1,861,696,164,9,parvus,p a r v u s,,
3338,1,861,696,164,10,parviː,p a r v iː,,
3339,2,861,,164,,pauros,p au r o s,,
3340,2,861,,164,,parviː,p a r v iː,,
3341,1,862,822,165,5,passer,p a s s e r,,
3342,2,862,,165,,pattros,p a t t r o s,,
3343,1,863,823,,21,passus,p a s s u s,,
3344,1,863,823,,22,passiː,p a s s iː,,
3345,2,863,,,,patstus,p a t s t u s,,
3346,2,863,,,,patstiː,p a t s t iː,,
3347,1,864,824,,7,pateoː,p a t e oː,,
3348,1,864,824,,8,patet,p a t e t,,
3349,2,864,,,,pateːoː,p a t eː oː,,
3350,2,864,,,,pateːeti,p a t eː e t i,,
3351,1,865,825,,5,pater,p a t e r,,
3352,1,865,825,,6,patris,p a t r i s,,
3353,2,865,,,,pateːr,p a t eː r,,
3354,2,865,,,,patres,p a t r e s,,
3355,1,866,826,,43,patior,p a t i o r,,
3356,1,866,826,,44,patitur,p a t i t u r,,
3357,2,866,,,,patjoːr,p a t j oː r,,
3358,2,866,,,,patjetor,p a t j e t o r,,
3359,1,867,827,,9,paucus,p au c u s,,
3360,1,867,827,,10,pauciː,p au c iː,,
3361,2,867,,,,paukos,p au k o s,,
3362,2,867,,,,paukiː,p au k iː,,
3363,1,868,828,,9,paulus,p au l u s,,
3364,1,868,828,,10,pauliː,p au l iː,,
3365,2,868,,,,paurelos,p au r e l o s,,
3366,2,868,,,,paureliː,p au r e l iː,,
3367,1,869,829,,48,pauper,p au p e r,,
3368,1,869,829,,49,pauperi,p au p e r i,,
3369,2,869,,,,pauperos,p au p e r o s,,
3370,2,869,,,,pauperiː,p au p e r iː,,
3371,1,870,830,,7,paveoː,p a v e oː,,
3372,1,870,830,,8,pavet,p a v e t,,
3373,2,870,,,,paweːoː,p a w eː oː,,
3374,2,870,,,,paweːeti,p a w eː e t i,,
3375,1,871,831,,36,pavioː,p a v i oː,,
3376,1,871,831,,37,pavit,p a v i t,,
3377,2,871,,,,pawjoː,p a w j oː,,
3378,2,871,,,,pawjeti,p a w j e t i,,
3379,1,872,832,,34,paːla,p aː l a,,
3380,1,872,832,,35,paːlae,p aː l ae,,
3381,2,872,,,,pakslaː,p a k s l aː,,
3382,2,872,,,,pakslaːiː,p a k s l aː iː,,
3383,1,873,833,,50,paːlor,p aː l o r,,
3384,1,873,833,,51,paːlaːtur,p aː l aː t u r,,
3385,2,873,,,,paːlaːjoːr,p aː l aː j oː r,,
3386,2,873,,,,paːlaːjetor,p aː l aː j e t o r,,
3387,1,874,813,,21,paːlus,p aː l u s,,
3388,1,874,813,,22,paːliː,p aː l iː,,
3389,2,874,,,,paːkslos,p aː k s l o s,,
3390,2,874,,,,paːksliː,p aː k s l iː,,
3391,1,875,834,,5,paːnis,p aː n i s,,
3392,1,875,834,,6,paːnis,p aː n i s,,
3393,2,875,,,,paːstnis,p aː s t n i s,,
3394,2,875,,,,paːstnes,p aː s t n e s,,
3395,1,876,835,,7,paːreoː,p aː r e oː,,
3396,1,876,835,,8,paːret,p aː r e t,,
3397,2,876,,,,paːzeːoː,p aː z eː oː,,
3398,2,876,,,,paːreːeti,p aː r eː e t i,,
3399,1,877,836,166,93,parriciːda,p a r r i c iː d a,,
3400,1,877,836,166,94,parriciːdae,p a r r i c iː d ae,,
3401,2,877,,166,,paːrikaida,p aː r i k ai d a,,
3402,2,877,,166,,paːrikaidaːiː,p aː r i k ai d aː iː,,
3403,1,878,837,,1,paːscoː,p aː s c oː,,
3404,1,878,837,,2,paːscit,p aː s c i t,,
3405,2,878,,,,paːskoː,p aː s k oː,,
3406,2,878,,,,paːsketi,p aː s k e t i,,
3407,1,879,838,,3,paːx,p aː x,,
3408,1,879,838,,4,paːcis,p aː c i s,,
3409,2,879,,,,paːks,p aː k s,,
3410,2,879,,,,paːkes,p aː k e s,,
3411,1,880,839,167,19,peccoː,p e c c oː,,
3412,1,880,839,167,20,peccat,p e c c a t,,
3413,2,880,,167,,petkaːjoː,p e t k aː j oː,,
3414,2,880,,167,,petkaːjeti,p e t k aː j e t i,,
3415,1,881,840,,5,pecten,p e c t e n,,
3416,1,881,840,,6,pectinis,p e c t i n i s,,
3417,2,881,,,,pekten,p e k t e n,,
3418,2,881,,,,pektenes,p e k t e n e s,,
3419,1,882,841,,1,pectoː,p e c t oː,,
3420,1,882,841,,2,pectit,p e c t i t,,
3421,2,882,,,,pektoː,p e k t oː,,
3422,2,882,,,,pekteti,p e k t e t i,,
3423,1,883,842,,13,pectus,p e c t u s,,
3424,1,883,842,,14,pectoris,p e c t o r i s,,
3425,2,883,,,,pektos,p e k t o s,,
3426,2,883,,,,pektozes,p e k t o z e s,,
3427,1,884,843,,69,pecuː,p e c uː,,
3428,1,884,843,,70,pecuːs,p e c uː s,,
3429,2,884,,,,peku,p e k u,,
3430,2,884,,,,pekwos,p e k w o s,,
3431,1,885,844,,3,pellis,p e l l i s,,
3432,1,885,844,,4,pellis,p e l l i s,,
3433,2,885,,,,pelnis,p e l n i s,,
3434,2,885,,,,pelnes,p e l n e s,,
3435,1,886,845,,19,pelloː,p e l l oː,,
3436,1,886,845,,20,pellat,p e l l a t,,
3437,2,886,,,,pelnaːjoː,p e l n aː j oː,,
3438,2,886,,,,pelnaːjeti,p e l n aː j e t i,,
3439,1,887,846,,7,pendeoː,p e n d e oː,,
3440,1,887,846,,8,pendet,p e n d e t,,
3441,2,887,,,,pendeːjoː,p e n d eː j oː,,
3442,2,887,,,,pendeːjeti,p e n d eː j e t i,,
3443,1,888,847,,1,pendoː,p e n d oː,,
3444,1,888,847,,2,pendit,p e n d i t,,
3445,2,888,,,,pendoː,p e n d oː,,
3446,2,888,,,,pendeti,p e n d e t i,,
3447,1,889,848,,0,penes,p e n e s,,
3448,2,889,,,,penets,p e n e t s,,
3449,1,890,849,,34,penna,p e n n a,,
3450,1,890,849,,35,pennae,p e n n ae,,
3451,2,890,,,,petnaː,p e t n aː,,
3452,2,890,,,,petnaːiː,p e t n aː iː,,
3453,1,891,850,,13,penus,p e n u s,,
3454,1,891,850,,14,penoris,p e n o r i s,,
3455,2,891,,,,penos,p e n o s,,
3456,2,891,,,,penozes,p e n o z e s,,
3457,1,892,851,,0,per,p e r,,
3458,2,892,,,,peri,p e r i,,
3459,1,893,852,,1,perdoː,p e r d oː,,
3460,1,893,852,,2,perdit,p e r d i t,,
3461,2,893,,,,peridoː,p e r i d oː,,
3462,2,893,,,,peridati,p e r i d a t i,,
3463,1,894,853,,29,peregreː,p e r e g r eː,,
3464,2,894,,,,pereagro,p e r e a g r o,,
3465,1,895,853,,29,peregre,p e r e g r e,,
3466,2,895,,,,pereagro,p e r e a g r o,,
3467,1,896,854,,23,perfacilis,p e r f a c i l i s,,
3468,2,896,,,,perifakelis,p e r i f a k e l i s,,
3469,1,897,855,,25,perfectus,p e r f e c t u s,,
3470,2,897,,,,perifaktos,p e r i f a k t o s,,
3471,1,898,855,,1,perficioː,p e r f i c i oː,,
3472,2,898,,,,perifakjoː,p e r i f a k j oː,,
3473,1,899,856,,17,periːculum,p e r iː c u l u m,,
3474,1,899,856,,18,periːculiː,p e r iː c u l iː,,
3475,2,899,,,,pereitlom,p e r ei t l o m,,
3476,2,899,,,,pereitliː,p e r ei t l iː,,
3477,1,900,857,,9,permultus,p e r m u l t u s,,
3478,2,900,,,,perimoltos,p e r i m o l t o s,,
3479,1,901,858,,34,perna,p e r n a,,
3480,1,901,858,,35,pernae,p e r n ae,,
3481,2,901,,,,perznaː,p e r z n aː,,
3482,2,901,,,,perznaːiː,p e r z n aː iː,,
3483,1,902,859,,9,perperus,p e r p e r u s,,
3484,1,902,859,,10,perperiː,p e r p e r iː,,
3485,2,902,,,,periperos,p e r i p e r o s,,
3486,2,902,,,,periperiː,p e r i p e r iː,,
3487,1,903,860,,34,pertica,p e r t i c a,,
3488,2,903,,,,perth,p e r t h,,
3489,2,903,,,,pertikaː,p e r t i k aː,,
3490,1,904,649,,59,pessimus,p e s s i m u s,,
3491,2,904,,,,pessemos,p e s s e m o s,,
3492,1,905,861,,29,pessum,p e s s u m,,
3493,2,905,,,,pedtom,p e d t o m,,
3494,1,906,862,,1,petoː,p e t oː,,
3495,1,906,862,,2,petit,p e t i t,,
3496,2,906,,,,petoː,p e t oː,,
3497,2,906,,,,peteti,p e t e t i,,
3498,1,907,863,,5,peːdis,p eː d i s,,
3499,2,907,,,,pezdis,p e z d i s,,
3500,1,908,864,,1,peːdoː,p eː d oː,,
3501,2,908,,,,pezdoː,p e z d oː,,
3502,1,909,865,,5,peːnis,p eː n i s,,
3503,1,909,865,,6,peːnis,p eː n i s,,
3504,2,909,,,,petznis,p e t z n i s,,
3505,2,909,,,,petznes,p e t z n e s,,
3506,1,910,866,168,5,peːs,p eː s,,
3507,1,910,866,168,6,pedis,p e d i s,,
3508,2,910,,168,,pets,p e t s,,
3509,2,910,,168,,pedes,p e d e s,,
3510,1,911,867,,25,pictus,p i c t u s,,
3511,1,911,867,,26,pictiː,p i c t iː,,
3512,2,911,,,,piktos,p i k t o s,,
3513,2,911,,,,piktiː,p i k t iː,,
3514,1,912,868,,8,piget,p i g e t,,
3515,2,912,,,,pigeːeti,p i g eː e t i,,
3516,1,913,869,,9,piger,p i g e r,,
3517,1,913,869,,10,pigriː,p i g r iː,,
3518,2,913,,,,pigros,p i g r o s,,
3519,2,913,,,,pigriː,p i g r iː,,
3520,1,914,870,,13,piŋnus,p i ŋ n u s,,
3521,1,914,870,,14,piŋnoris,p i ŋ n o r i s,,
3522,2,914,,,,pegnos,p e g n o s,,
3523,2,914,,,,pegnozes,p e g n o z e s,,
3524,1,915,871,,21,pilleus,p i l l e u s,,
3525,1,915,871,,22,pilleiː,p i l l e iː,,
3526,2,915,,,,pislejos,p i s l e j o s,,
3527,2,915,,,,pislejiː,p i s l e j iː,,
3528,1,916,867,,1,piŋgoː,p i ŋ g oː,,
3529,1,916,867,,2,piŋgit,p i ŋ g i t,,
3530,2,916,,,,pingoː,p i n g oː,,
3531,2,916,,,,pingeti,p i n g e t i,,
3532,1,917,872,169,34,pinna,p i n n a,,
3533,1,917,872,169,35,pinnae,p i n n ae,,
3534,2,917,,169,,petnaː,p e t n aː,,
3535,2,917,,169,,petnaːiː,p e t n aː iː,,
3536,1,918,873,,5,piscis,p i s c i s,,
3537,1,918,873,,6,piscis,p i s c i s,,
3538,2,918,,,,piskis,p i s k i s,,
3539,2,918,,,,piskes,p i s k e s,,
3540,1,919,874,,9,pius,p i u s,,
3541,1,919,874,,10,piiː,p i iː,,
3542,2,919,,,,pwiːjos,p w iː j o s,,
3543,2,919,,,,pwiːjiː,p w iː j iː,,
3544,1,920,875,,3,pix,p i x,,
3545,1,920,875,,4,picis,p i c i s,,
3546,2,920,,,,piks,p i k s,,
3547,2,920,,,,pikes,p i k e s,,
3548,1,921,876,,34,piːla,p iː l a,,
3549,1,921,876,,35,piːlae,p iː l ae,,
3550,2,921,,,,pistlaː,p i s t l aː,,
3551,2,921,,,,pistlaːiː,p i s t l aː iː,,
3552,1,922,877,,34,piːla,p iː l a,,
3553,1,922,877,,35,piːlae,p iː l ae,,
3554,2,922,,,,peilaː,p ei l aː,,
3555,2,922,,,,peilaːiː,p ei l aː iː,,
3556,1,923,878,,17,piːlum,p iː l u m,,
3557,1,923,878,,18,piːliː,p iː l iː,,
3558,2,923,,,,pistlom,p i s t l o m,,
3559,2,923,,,,pistliː,p i s t l iː,,
3560,1,924,879,,7,placeoː,p l a c e oː,,
3561,1,924,879,,8,placet,p l a c e t,,
3562,2,924,,,,plakeːoː,p l a k eː oː,,
3563,2,924,,,,plakeːeti,p l a k eː e t i,,
3564,1,925,880,,34,planta,p l a n t a,,
3565,1,925,880,,35,plantae,p l a n t ae,,
3566,2,925,,,,plaːntaː,p l aː n t aː,,
3567,2,925,,,,plaːntaːiː,p l aː n t aː iː,,
3568,1,926,881,,1,plaudoː,p l au d oː,,
3569,1,926,881,,2,plaudit,p l au d i t,,
3570,2,926,,,,plaudoː,p l au d oː,,
3571,2,926,,,,plaudeti,p l au d e t i,,
3572,1,927,881,,25,plausus,p l au s u s,,
3573,1,927,881,,26,plausiː,p l au s iː,,
3574,2,927,,,,plaudtos,p l au d t o s,,
3575,2,927,,,,plaudtiː,p l au d t iː,,
3576,1,928,882,,9,plautus,p l au t u s,,
3577,1,928,882,,10,plautiː,p l au t iː,,
3578,2,928,,,,plautos,p l au t o s,,
3579,2,928,,,,plautiː,p l au t iː,,
3580,1,929,883,,19,plaːcoː,p l aː c oː,,
3581,1,929,883,,20,plaːcat,p l aː c a t,,
3582,2,929,,,,plaːkaːjoː,p l aː k aː j oː,,
3583,2,929,,,,plaːkaːjeti,p l aː k aː j e t i,,
3584,1,930,884,,34,plaːga,p l aː g a,,
3585,1,930,884,,35,plaːgae,p l aː g ae,,
3586,2,930,,,,plaːgaː,p l aː g aː,,
3587,2,930,,,,plaːgaːiː,p l aː g aː iː,,
3588,1,931,885,,1,plaŋgoː,p l a ŋ g oː,,
3589,1,931,885,,2,plaŋgit,p l a ŋ g i t,,
3590,2,931,,,,plaːngoː,p l aː n g oː,,
3591,2,931,,,,plaːngeti,p l aː n g e t i,,
3592,1,932,886,,9,plaːnus,p l aː n u s,,
3593,1,932,886,,10,plaːniː,p l aː n iː,,
3594,2,932,,,,plaːnos,p l aː n o s,,
3595,2,932,,,,plaːniː,p l aː n iː,,
3596,1,933,887,,1,plectoː,p l e c t oː,,
3597,1,933,887,,2,plectit,p l e c t i t,,
3598,2,933,,,,plektoː,p l e k t oː,,
3599,2,933,,,,plekteti,p l e k t e t i,,
3600,1,934,888,,7,pleoː,p l e oː,,
3601,1,934,888,,8,plet,p l e t,,
3602,2,934,,,,pleːjoː,p l eː j oː,,
3603,2,934,,,,pleːjeti,p l eː j e t i,,
3604,1,935,889,170,3,pleːbeːs,p l eː b eː s,,
3605,1,935,889,170,4,pleːbis,p l eː b i s,,
3606,2,935,,170,,pleːðeːs,p l eː ð eː s,,
3607,2,935,,170,,pleːðes,p l eː ð e s,,
3608,1,936,890,,9,pleːnus,p l eː n u s,,
3609,1,936,890,,10,pleːniː,p l eː n iː,,
3610,2,936,,,,pleːnos,p l eː n o s,,
3611,2,936,,,,pleːniː,p l eː n iː,,
3612,1,937,891,,9,pleːrus,p l eː r u s,,
3613,1,937,891,,10,pleːriː,p l eː r iː,,
3614,2,937,,,,pleːros,p l eː r o s,,
3615,2,937,,,,pleːriː,p l eː r iː,,
3616,1,938,892,171,19,plecoː,p l e c oː,,
3617,1,938,892,171,20,plecat,p l e c a t,,
3618,2,938,,171,,plekaːjoː,p l e k aː j oː,,
3619,2,938,,171,,plekaːjetiː,p l e k aː j e t iː,,
3620,1,939,893,,1,pluoː,p l u oː,,
3621,1,939,893,,2,pluit,p l u i t,,
3622,2,939,,,,plowoː,p l o w oː,,
3623,2,939,,,,ploweti,p l o w e t i,,
3624,1,940,894,,34,pluːma,p l uː m a,,
3625,1,940,894,,35,pluːmae,p l uː m ae,,
3626,2,940,,,,plouksmaː,p l ou k s m aː,,
3627,2,940,,,,plouksmaːiː,p l ou k s m aː iː,,
3628,1,941,727,,59,pluːrimus,p l uː r i m u s,,
3629,1,941,727,,10,pluːrimiː,p l uː r i m iː,,
3630,2,941,,,,ploisamos,p l oi s a m o s,,
3631,2,941,,,,ploisamiː,p l oi s a m iː,,
3632,1,942,727,,95,pluːs,p l uː s,,
3633,1,942,727,,96,pluːris,p l uː r i s,,
3634,2,942,,,,plois,p l oi s,,
3635,2,942,,,,ploises,p l oi s e s,,
3636,1,943,895,,36,polioː,p o l i oː,,
3637,1,943,895,,37,polit,p o l i t,,
3638,2,943,,,,polijoː,p o l i j oː,,
3639,2,943,,,,polijeti,p o l i j e t i,,
3640,1,944,896,,7,polleoː,p o l l e oː,,
3641,1,944,896,,8,pollet,p o l l e t,,
3642,2,944,,,,polneːoː,p o l n eː oː,,
3643,2,944,,,,polneːeti,p o l n eː e t i,,
3644,1,945,897,172,13,pollen,p o l l e n,,
3645,1,945,897,172,14,pollinis,p o l l i n i s,,
3646,2,945,,172,,poleːn,p o l eː n,,
3647,2,945,,172,,polnis,p o l n i s,,
3648,1,946,898,,1,polliŋgoː,p o l l i ŋ g oː,,
3649,1,946,898,,2,polliŋgit,p o l l i ŋ g i t,,
3650,2,946,,,,porwlinkʷoː,p o r w l i n kʷ oː,,
3651,2,946,,,,porwlinkʷeti,p o r w l i n kʷ e t i,,
3652,1,947,899,,7,polluceoː,p o l l u c e oː,,
3653,1,947,899,,8,pollucet,p o l l u c e t,,
3654,2,947,,,,porloikejoː,p o r l oi k e j oː,,
3655,2,947,,,,porloikejeti,p o r l oi k e j e t i,,
3656,1,948,900,,1,polluo,p o l l u o,,
3657,1,948,900,,2,polluit,p o l l u i t,,
3658,2,948,,,,porlawoː,p o r l a w oː,,
3659,2,948,,,,porlawit,p o r l a w i t,,
3660,1,949,901,,13,pondus,p o n d u s,,
3661,1,949,901,,14,ponderis,p o n d e r i s,,
3662,2,949,,,,pondos,p o n d o s,,
3663,2,949,,,,ponderes,p o n d e r e s,,
3664,1,950,902,,5,pontifex,p o n t i f e x,,
3665,1,950,902,,6,pontificis,p o n t i f i c i s,,
3666,2,950,,,,pontifaks,p o n t i f a k s,,
3667,2,950,,,,pontifakes,p o n t i f a k e s,,
3668,1,951,903,,21,populus,p o p u l u s,,
